Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-02-11,2016,2,11,Thursday,06,2016-06,80.39,80.99,79.63,79.9,12343900,65.21,-0.02107309026372084,65.71071428571429,63.973214285714285
2016-02-12,2016,2,12,Friday,06,2016-06,80.36,81.02,79.79,80.99,9306100,66.1,0.013641340970350413,65.95142857142858,64.04655172413793
2016-02-16,2016,2,16,Tuesday,07,2016-07,81.99,81.99,80.84,81.47,9352600,66.5,0.0059274432381350994,66.10642857142857,64.12833333333333
2016-02-17,2016,2,17,Wednesday,07,2016-07,81.65,82.83,81.51,82.45,10892900,67.3,0.012028497205420763,66.31928571428571,64.23064516129033
2016-02-18,2016,2,18,Thursday,07,2016-07,82.23,82.32,81.21,81.98,7702600,66.91,-0.005700493388234862,66.445,64.314375
2016-02-19,2016,2,19,Friday,07,2016-07,81.96,82.26,81.4,81.79,7709600,66.76,-0.002317123200672122,66.45071428571428,64.38848484848485
2016-02-22,2016,2,22,Monday,08,2016-08,81.79,82.67,81.71,82.13,6916500,67.03,0.004156554327319428,66.50928571428571,64.46617647058824
2016-02-23,2016,2,23,Tuesday,08,2016-08,82.0,82.46,81.61,81.81,5840600,66.77,-0.003896246087421895,66.60142857142857,64.532
2016-02-24,2016,2,24,Wednesday,08,2016-08,81.26,81.64,80.66,81.56,6759800,66.57,-0.0030559271458558968,66.62857142857142,64.5886111111111
2016-02-25,2016,2,25,Thursday,08,2016-08,81.7,82.34,81.47,82.34,6789700,67.21,0.009563659126786472,66.72428571428571,64.65945945945946
2016-02-26,2016,2,26,Friday,08,2016-08,82.52,82.65,80.95,81.1,9281100,66.19,-0.015059701734830289,66.71785714285714,64.69973684210527
2016-02-29,2016,2,29,Monday,09,2016-09,81.1,81.35,80.21,80.29,11065300,65.53,-0.009987305522892842,66.58214285714286,64.72102564102563
2016-03-01,2016,3,1,Tuesday,09,2016-09,80.54,81.36,80.53,81.23,9483900,66.3,0.011707348989389743,66.5,64.76050000000001
2016-03-02,2016,3,2,Wednesday,09,2016-09,81.58,82.66,80.85,82.55,12096600,67.38,0.016250287826766074,66.55428571428571,64.82439024390244
2016-03-03,2016,3,3,Thursday,09,2016-09,82.54,82.93,82.18,82.84,8747100,67.61,0.0035131701417905337,66.72571428571429,64.89071428571428
2016-03-04,2016,3,4,Friday,09,2016-09,82.62,83.74,82.26,83.49,9406700,68.15,0.007846437396063388,66.87214285714285,64.96651162790698
2016-03-07,2016,3,7,Monday,10,2016-10,83.18,83.7,83.0,83.1,6792400,67.83,-0.004671456388245954,66.96714285714286,65.03159090909091
2016-03-08,2016,3,8,Tuesday,10,2016-10,82.97,83.75,82.67,83.06,7788400,67.79,-0.00048109267541185385,67.00214285714286,65.09288888888888
2016-03-09,2016,3,9,Wednesday,10,2016-10,83.3,83.69,82.68,82.96,8954800,67.71,-0.0012041546260582736,67.05928571428572,65.14978260869565
2016-03-10,2016,3,10,Thursday,10,2016-10,83.13,83.23,81.75,82.28,10385600,67.16,-0.008196883856840698,67.08785714285713,65.19255319148937
2016-03-11,2016,3,11,Friday,10,2016-10,82.75,82.8,81.44,81.75,11109500,66.72,-0.006441499886452151,67.06571428571428,65.224375
2016-03-14,2016,3,14,Monday,11,2016-11,81.57,81.85,80.68,81.17,12389300,66.25,-0.007094644348479173,67.02857142857142,65.24530612244898
2016-03-15,2016,3,15,Tuesday,11,2016-11,81.0,81.46,80.76,81.31,9297800,66.37,0.0017246096826883939,67.01428571428572,65.2678
2016-03-16,2016,3,16,Wednesday,11,2016-11,81.31,81.8,80.48,81.34,9490300,66.39,0.00036913646668224054,66.95571428571428,65.3274
2016-03-17,2016,3,17,Thursday,11,2016-11,81.29,83.23,81.28,82.75,12061500,67.54,0.017334852849800075,67.05214285714285,65.4058
2016-03-18,2016,3,18,Friday,11,2016-11,82.86,83.5,82.44,83.15,33635200,67.87,0.0048339852409486905,67.2192857142857,65.50319999999999
2016-03-21,2016,3,21,Monday,12,2016-12,83.12,83.87,82.91,83.32,8625600,68.01,0.002044060101639822,67.34142857142857,65.61439999999999
2016-03-22,2016,3,22,Tuesday,12,2016-12,83.28,83.32,82.49,82.74,7205900,67.53,-0.006961295819004287,67.35214285714287,65.7356
2016-03-23,2016,3,23,Wednesday,12,2016-12,82.72,83.49,82.58,82.82,5594600,67.6,0.0009671628935714605,67.35142857142857,65.8468
2016-03-24,2016,3,24,Thursday,12,2016-12,82.46,83.12,82.43,82.89,6645700,67.66,0.0008453510881891724,67.31642857142857,65.9618
2016-03-28,2016,3,28,Monday,13,2016-13,82.99,83.45,82.52,82.62,4988500,67.43,-0.003257209242427117,67.28785714285713,66.083
2016-03-29,2016,3,29,Tuesday,13,2016-13,82.66,83.09,82.16,82.8,6731400,67.58,0.002178568882985621,67.27285714285715,66.2022
2016-03-30,2016,3,30,Wednesday,13,2016-13,83.09,83.36,82.65,82.68,6925400,67.48,-0.0014494101773226964,67.25642857142857,66.33840000000001
2016-03-31,2016,3,31,Thursday,13,2016-13,82.75,83.0,82.15,82.31,6819200,67.18,-0.004475058751892358,67.25785714285715,66.44019999999999
2016-04-01,2016,4,1,Friday,13,2016-13,82.0,83.62,81.93,83.53,8028600,68.18,0.014822050898149142,67.36214285714286,66.566
2016-04-04,2016,4,4,Monday,14,2016-14,83.65,83.65,83.03,83.21,5593400,67.92,-0.003830830661237683,67.48142857142857,66.67200000000001
2016-04-05,2016,4,5,Tuesday,14,2016-14,83.16,83.56,82.99,83.16,5259100,67.88,-0.0006008796500631686,67.58928571428571,66.76679999999999
2016-04-06,2016,4,6,Wednesday,14,2016-14,83.14,83.84,83.08,83.81,6292100,68.41,0.007816019602994384,67.73357142857142,66.8804
2016-04-07,2016,4,7,Thursday,14,2016-14,83.24,83.68,82.87,83.24,6655900,67.94,-0.00680092293937995,67.76214285714286,66.95259999999999
2016-04-08,2016,4,8,Friday,14,2016-14,83.44,83.45,82.77,83.2,5453000,67.91,-0.0004805080381504734,67.765,67.0244
2016-04-11,2016,4,11,Monday,15,2016-15,83.03,83.34,82.66,82.73,7081500,67.52,-0.005649442038252572,67.73,67.0718
2016-04-12,2016,4,12,Tuesday,15,2016-15,82.71,83.21,82.45,82.83,7081600,67.61,0.0012091843779071798,67.73571428571428,67.0904
2016-04-13,2016,4,13,Wednesday,15,2016-15,83.05,83.43,81.84,82.46,11738600,67.3,-0.004467405219281684,67.71428571428571,67.1122
2016-04-14,2016,4,14,Thursday,15,2016-15,81.95,82.37,81.54,82.01,6904400,67.49,0.0026899549735770467,67.70214285714285,67.1524
2016-04-15,2016,4,15,Friday,15,2016-15,82.05,82.43,81.85,82.3,7299300,67.72,0.003536851025709442,67.72285714285714,67.183
2016-04-18,2016,4,18,Monday,16,2016-16,82.3,82.99,82.02,82.83,5628000,68.16,0.0064393125211508195,67.7642857142857,67.22879999999999
2016-04-19,2016,4,19,Tuesday,16,2016-16,82.91,83.7,82.85,83.28,6606100,68.53,0.005432687507471501,67.83928571428571,67.2738
2016-04-20,2016,4,20,Wednesday,16,2016-16,83.29,83.34,81.48,81.55,9124200,67.11,-0.020773134720168396,67.83428571428571,67.26740000000001
2016-04-21,2016,4,21,Thursday,16,2016-16,81.04,81.31,80.55,80.8,8802100,66.49,-0.009197089619553678,67.71357142857143,67.2482
2016-04-22,2016,4,22,Friday,16,2016-16,80.4,80.95,79.91,80.95,8027700,66.61,0.0018566987916139865,67.61999999999999,67.248
2016-04-25,2016,4,25,Monday,17,2016-17,80.92,81.48,80.42,81.41,7672800,66.99,0.005682781950659077,67.55642857142857,67.28359999999999
2016-04-26,2016,4,26,Tuesday,17,2016-17,81.5,81.5,79.21,79.55,13742300,65.46,-0.022847649989841345,67.3457142857143,67.2708
2016-04-27,2016,4,27,Wednesday,17,2016-17,79.47,80.15,79.1,79.89,7689700,65.74,0.004274071576479965,67.18857142857142,67.2556
2016-04-28,2016,4,28,Thursday,17,2016-17,79.48,80.27,79.39,79.76,7615900,65.63,-0.001626941661857284,67.02571428571429,67.22219999999999
2016-04-29,2016,4,29,Friday,17,2016-17,79.67,80.15,79.37,80.12,9391000,65.93,0.004513317932077987,66.91214285714285,67.2026
2016-05-02,2016,5,2,Monday,18,2016-18,80.02,81.3,80.02,80.97,7862600,66.63,0.010609044239433318,66.84214285714286,67.2
2016-05-03,2016,5,3,Tuesday,18,2016-18,80.8,81.7,80.69,81.1,7617500,66.74,0.0016053555209802894,66.80214285714285,67.1942
2016-05-04,2016,5,4,Wednesday,18,2016-18,80.87,81.77,80.87,81.6,7365900,67.15,0.006165453795507814,66.77785714285714,67.2018
2016-05-05,2016,5,5,Thursday,18,2016-18,81.6,82.09,80.92,81.3,6399500,66.9,-0.0036766497913527374,66.7192857142857,67.2084
2016-05-06,2016,5,6,Friday,18,2016-18,81.42,82.25,81.17,82.13,6297200,67.58,0.010209194809815747,66.67785714285715,67.2158
2016-05-09,2016,5,9,Monday,19,2016-19,82.21,82.73,81.97,82.12,6718800,67.58,-0.00012157975106741326,66.61,67.2436
2016-05-10,2016,5,10,Tuesday,19,2016-19,82.15,82.68,82.12,82.48,6222400,67.87,0.004383612805067383,66.66428571428573,67.2904
2016-05-11,2016,5,11,Wednesday,19,2016-19,82.5,82.89,82.13,82.15,5975000,67.6,-0.004000839465866823,66.74357142857143,67.31639999999999
2016-05-12,2016,5,12,Thursday,19,2016-19,82.48,82.74,82.11,82.41,4925000,67.81,0.0031648180398917702,66.82928571428572,67.325
2016-05-13,2016,5,13,Friday,19,2016-19,82.42,82.42,81.0,81.23,6579000,66.84,-0.014318480234701059,66.81857142857143,67.3096
2016-05-16,2016,5,16,Monday,20,2016-20,81.01,81.89,80.75,81.63,6497200,67.17,0.004924034208575234,66.94071428571428,67.29
2016-05-17,2016,5,17,Tuesday,20,2016-20,81.64,82.06,80.33,80.62,10188200,66.34,-0.012372716397032302,66.98357142857142,67.2602
2016-05-18,2016,5,18,Wednesday,20,2016-20,80.59,80.77,79.41,79.85,8344100,65.71,-0.009550897370346423,66.98928571428571,67.21860000000001
2016-05-19,2016,5,19,Thursday,20,2016-20,79.64,80.22,79.45,80.19,6242500,65.99,0.004258012918016085,66.99357142857143,67.1842
2016-05-20,2016,5,20,Friday,20,2016-20,80.44,80.5,79.79,80.02,6526800,65.85,-0.0021200951770927734,66.93785714285714,67.15799999999999
2016-05-23,2016,5,23,Monday,21,2016-21,80.05,80.33,79.85,80.2,5620600,66.0,0.002249385138323845,66.885,67.14359999999999
2016-05-24,2016,5,24,Tuesday,21,2016-21,80.3,81.38,80.3,80.97,6293300,66.63,0.009601030818070733,66.84785714285714,67.1512
2016-05-25,2016,5,25,Wednesday,21,2016-21,81.08,81.77,81.01,81.48,6049800,67.05,0.006298902083389679,66.85857142857142,67.1648
2016-05-26,2016,5,26,Thursday,21,2016-21,81.48,81.6,81.09,81.22,4622300,66.84,-0.003190955042614685,66.80571428571429,67.1738
2016-05-27,2016,5,27,Friday,21,2016-21,81.27,81.66,81.16,81.43,4322200,67.01,0.002585090468463447,66.765,67.1632
2016-05-31,2016,5,31,Tuesday,22,2016-22,81.58,81.82,80.74,81.04,6705000,66.69,-0.004789089138290681,66.68071428571429,67.1396
2016-06-01,2016,6,1,Wednesday,22,2016-22,80.95,81.8,80.86,81.79,6184100,67.3,0.00925473917261077,66.65928571428572,67.1254
2016-06-02,2016,6,2,Thursday,22,2016-22,81.53,81.95,81.33,81.95,5186300,67.44,0.001956196035849178,66.63285714285715,67.1236
2016-06-03,2016,6,3,Friday,22,2016-22,81.93,82.49,81.78,82.47,6306700,67.86,0.006344970058728583,66.70571428571428,67.1288
2016-06-06,2016,6,6,Monday,23,2016-23,82.4,82.83,82.23,82.77,5292300,68.11,0.003637864777196853,66.77285714285713,67.13780000000001
2016-06-07,2016,6,7,Tuesday,23,2016-23,82.76,82.89,82.25,82.32,6327500,67.74,-0.005436737993048779,66.87285714285714,67.14399999999999
2016-06-08,2016,6,8,Wednesday,23,2016-23,82.37,82.75,82.02,82.65,4712600,68.01,0.004008840758672694,67.03714285714285,67.1526
2016-06-09,2016,6,9,Thursday,23,2016-23,82.58,83.26,82.43,83.17,6144900,68.44,0.006291456474697865,67.21214285714287,67.1718
2016-06-10,2016,6,10,Friday,23,2016-23,82.77,83.34,82.61,83.2,6840800,68.46,0.0003608472385487893,67.39857142857143,67.1974
2016-06-13,2016,6,13,Monday,24,2016-24,82.96,83.4,82.53,82.57,6167400,67.95,-0.0075720498090439126,67.53785714285713,67.19279999999999
2016-06-14,2016,6,14,Tuesday,24,2016-24,82.55,83.37,82.27,83.35,6868600,68.59,0.009446383620998366,67.67785714285715,67.2062
2016-06-15,2016,6,15,Wednesday,24,2016-24,83.4,83.5,82.82,82.95,7082200,68.26,-0.004799237372316023,67.76428571428572,67.2138
2016-06-16,2016,6,16,Thursday,24,2016-24,82.67,83.61,82.66,83.41,6630100,68.64,0.005545654464013783,67.89285714285714,67.21839999999999
2016-06-17,2016,6,17,Friday,24,2016-24,83.31,83.44,82.35,83.13,11741700,68.41,-0.003356660706161474,67.99285714285715,67.2278
2016-06-20,2016,6,20,Monday,25,2016-25,83.52,83.7,83.03,83.04,6164300,68.33,-0.0010829507966714225,68.11,67.2362
2016-06-21,2016,6,21,Tuesday,25,2016-25,83.09,83.78,83.09,83.41,6594700,68.64,0.004455741970693428,68.20571428571428,67.2586
2016-06-22,2016,6,22,Wednesday,25,2016-25,83.5,83.76,83.29,83.57,4940100,68.77,0.0019182029871589457,68.30071428571428,67.28179999999999
2016-06-23,2016,6,23,Thursday,25,2016-25,83.81,84.21,83.57,84.21,7361300,69.3,0.007658122115917321,68.40357142857142,67.3218
2016-06-24,2016,6,24,Friday,25,2016-25,82.61,83.82,81.99,82.26,12401100,67.69,-0.023155823482949978,68.37357142857142,67.3258
2016-06-27,2016,6,27,Monday,26,2016-26,81.83,81.89,81.0,81.23,9601800,66.84,-0.012521516143080835,68.30928571428572,67.3082
2016-06-28,2016,6,28,Tuesday,26,2016-26,81.44,82.49,80.95,82.46,9257100,67.86,0.015141910252711055,68.29857142857142,67.3022
2016-06-29,2016,6,29,Wednesday,26,2016-26,82.96,83.91,82.91,83.91,7927500,69.05,0.017584488375557594,68.34214285714286,67.3126
2016-06-30,2016,6,30,Thursday,26,2016-26,83.91,84.8,83.82,84.67,10969300,69.67,0.009057308258412888,68.42857142857143,67.3638
2016-07-01,2016,7,1,Friday,26,2016-26,84.52,84.99,84.51,84.78,9531100,69.76,0.001299447469285786,68.55785714285715,67.4292
2016-07-05,2016,7,5,Tuesday,27,2016-27,84.48,85.95,84.45,85.44,11403100,70.31,0.007784598122746456,68.68071428571429,67.50319999999999
2016-07-06,2016,7,6,Wednesday,27,2016-27,85.37,85.5,84.74,85.03,8356500,69.97,-0.004798926665533831,68.80285714285715,67.56280000000001
2016-07-07,2016,7,7,Thursday,27,2016-27,85.23,85.24,84.53,84.83,7905700,69.81,-0.0023517173926554946,68.88642857142858,67.6498
2016-07-08,2016,7,8,Friday,27,2016-27,84.98,85.9,84.77,85.77,6827300,70.58,0.011080591265062667,69.04142857142857,67.7466
2016-07-11,2016,7,11,Monday,28,2016-28,85.61,85.95,84.91,85.75,6156800,70.56,-0.00023305626373837374,69.20071428571428,67.8452
2016-07-12,2016,7,12,Tuesday,28,2016-28,85.49,85.94,85.19,85.75,6649800,70.56,0.0,69.33785714285715,67.9378
2016-07-13,2016,7,13,Wednesday,28,2016-28,85.81,86.15,85.41,85.89,7572100,70.68,0.0016327472375150531,69.47428571428573,68.0188
2016-07-14,2016,7,14,Thursday,28,2016-28,86.44,86.89,85.85,85.87,11342600,70.66,-0.00023273060137540824,69.57142857142857,68.0972
2016-07-15,2016,7,15,Friday,28,2016-28,86.25,86.48,85.79,86.01,8491300,70.78,0.0016304651787011348,69.79214285714286,68.1698
2016-07-18,2016,7,18,Monday,29,2016-29,86.02,86.05,85.7,85.93,4781300,70.71,-0.0009301623660985525,70.06857142857143,68.246
2016-07-19,2016,7,19,Tuesday,29,2016-29,85.67,86.18,85.56,86.17,6078200,70.91,0.002792545644558775,70.28642857142857,68.3126
2016-07-20,2016,7,20,Wednesday,29,2016-29,85.38,85.73,85.13,85.32,6289000,70.76,-0.002104769807344975,70.40857142857143,68.3762
2016-07-21,2016,7,21,Thursday,29,2016-29,85.02,85.37,84.88,85.26,5407000,70.71,-0.0007034291415900507,70.48285714285714,68.433
2016-07-22,2016,7,22,Friday,29,2016-29,85.5,85.98,85.45,85.72,6165600,71.09,0.005395206452452506,70.57785714285714,68.50280000000001
2016-07-25,2016,7,25,Monday,30,2016-30,85.53,85.8,85.15,85.8,5605300,71.16,0.0009331356523820666,70.63857142857144,68.5698
2016-07-26,2016,7,26,Tuesday,30,2016-30,85.68,86.08,85.17,85.27,5379300,70.72,-0.006177077950066168,70.69214285714285,68.6474
2016-07-27,2016,7,27,Wednesday,30,2016-30,85.24,85.3,84.32,84.46,7744700,70.05,-0.00949927544424889,70.70928571428571,68.705
2016-07-28,2016,7,28,Thursday,30,2016-30,84.42,84.98,84.4,84.81,5911600,70.34,0.004144175662160743,70.69214285714285,68.785
2016-07-29,2016,7,29,Friday,30,2016-30,84.89,85.79,84.8,85.59,7520900,70.98,0.009196641850865328,70.72214285714286,68.8904
2016-08-01,2016,8,1,Monday,31,2016-31,85.44,86.58,85.42,86.41,10420600,71.66,0.009580917100346253,70.80071428571429,69.0038
2016-08-02,2016,8,2,Tuesday,31,2016-31,87.02,87.15,86.24,86.76,13083200,71.95,0.004050121733609302,70.89142857142856,69.1258
2016-08-03,2016,8,3,Wednesday,31,2016-31,86.51,86.72,85.46,85.97,8192100,71.3,-0.009105200308681005,70.93714285714286,69.2318
2016-08-04,2016,8,4,Thursday,31,2016-31,86.12,86.53,85.8,86.05,5564100,71.36,0.0009299939584099803,70.97857142857143,69.3264
2016-08-05,2016,8,5,Friday,31,2016-31,86.08,86.44,85.53,85.78,6729700,71.14,-0.003137189751497571,71.00928571428571,69.4082
2016-08-08,2016,8,8,Monday,32,2016-32,85.61,85.9,85.13,85.76,5388200,71.12,-0.00023336201741464002,71.02428571428571,69.49380000000001
2016-08-09,2016,8,9,Tuesday,32,2016-32,85.86,86.34,85.68,85.99,4158800,71.31,0.0026819297021623,71.06357142857142,69.57979999999999
2016-08-10,2016,8,10,Wednesday,32,2016-32,86.26,86.82,86.0,86.31,5981400,71.58,0.0037212510781079455,71.12571428571428,69.6776
2016-08-11,2016,8,11,Thursday,32,2016-32,86.7,87.0,86.4,86.73,7387100,71.93,0.0048664606448522996,71.18571428571428,69.7702
2016-08-12,2016,8,12,Friday,32,2016-32,86.92,87.45,86.78,87.04,8063400,72.19,0.0035743090991400273,71.25928571428571,69.8652
2016-08-15,2016,8,15,Monday,33,2016-33,87.52,87.57,86.99,87.02,6871200,72.17,-0.0002298781571783426,71.36285714285715,69.9514
2016-08-16,2016,8,16,Tuesday,33,2016-33,86.98,87.4,86.47,86.58,8071100,71.8,-0.005056262268933853,71.48785714285715,70.0252
2016-08-17,2016,8,17,Wednesday,33,2016-33,86.45,87.11,85.97,86.96,6762100,72.12,0.004388978200143834,71.615,70.1128
2016-08-18,2016,8,18,Thursday,33,2016-33,86.94,87.46,86.94,87.44,7082800,72.52,0.005519824365954884,71.72500000000001,70.20299999999999
2016-08-19,2016,8,19,Friday,33,2016-33,87.2,87.41,87.05,87.31,6199900,72.41,-0.001487004491839361,71.77857142857142,70.28240000000001
2016-08-22,2016,8,22,Monday,34,2016-34,87.14,87.21,86.58,86.85,5921100,72.03,-0.0052686362836074085,71.78428571428572,70.3538
2016-08-23,2016,8,23,Tuesday,34,2016-34,87.13,87.5,87.04,87.4,5420100,72.48,0.0063330980797653424,71.86857142857143,70.4444
2016-08-24,2016,8,24,Wednesday,34,2016-34,87.32,87.45,86.56,87.31,5713300,72.41,-0.0010300329440027234,71.94357142857142,70.52080000000001
2016-08-25,2016,8,25,Thursday,34,2016-34,87.3,87.94,87.04,87.9,10595500,72.9,0.006757749886443731,72.06928571428571,70.61359999999999
2016-08-26,2016,8,26,Friday,34,2016-34,87.87,88.5,87.17,87.58,16408200,72.63,-0.0036404954967117487,72.17714285714285,70.6934
2016-08-29,2016,8,29,Monday,35,2016-35,87.39,88.4,87.32,88.3,8934500,73.23,0.00822112231917016,72.31428571428572,70.7898
2016-08-30,2016,8,30,Tuesday,35,2016-35,87.72,88.3,87.46,87.54,11619400,72.6,-0.008607282387873116,72.38714285714285,70.87519999999999
2016-08-31,2016,8,31,Wednesday,35,2016-35,87.75,87.85,87.03,87.31,11407800,72.41,-0.002627396742898136,72.42142857142858,70.95060000000001
2016-09-01,2016,9,1,Thursday,35,2016-35,87.36,88.31,86.98,88.31,29793300,73.24,0.011453520489826063,72.49642857142857,71.04
2016-09-02,2016,9,2,Friday,35,2016-35,88.48,88.87,88.04,88.2,17470400,73.15,-0.001245678849658649,72.56642857142857,71.117
2016-09-06,2016,9,6,Tuesday,36,2016-36,88.25,88.64,87.88,88.64,14472100,73.51,0.004988617099935144,72.68857142857142,71.23339999999999
2016-09-07,2016,9,7,Wednesday,36,2016-36,88.31,88.41,87.71,87.95,17556400,72.94,-0.007784063359326243,72.74714285714285,71.3554
2016-09-08,2016,9,8,Thursday,36,2016-36,87.95,88.18,87.63,87.78,23465700,72.8,-0.0019330673975386237,72.76714285714286,71.4542
2016-09-09,2016,9,9,Friday,36,2016-36,87.1,87.17,86.24,86.24,21955000,71.52,-0.01754396261066371,72.70357142857144,71.50359999999999
2016-09-12,2016,9,12,Monday,37,2016-37,86.04,88.38,85.96,88.25,16105700,73.19,0.0233071006578649,72.78642857142857,71.57400000000001
2016-09-13,2016,9,13,Tuesday,37,2016-37,87.55,87.91,87.01,87.05,19682700,72.19,-0.01359743114346601,72.76571428571428,71.6226
2016-09-14,2016,9,14,Wednesday,37,2016-37,87.12,87.6,86.87,87.01,25397900,72.16,-0.0004593864638560152,72.74785714285714,71.6596
2016-09-15,2016,9,15,Thursday,37,2016-37,86.75,88.27,86.75,88.06,13833600,73.03,0.012067423718111758,72.75714285714285,71.72080000000001
2016-09-16,2016,9,16,Friday,37,2016-37,87.62,88.11,87.3,88.05,23518300,73.02,-0.00011365997552759133,72.785,71.785
2016-09-19,2016,9,19,Monday,38,2016-38,87.92,88.95,87.25,88.37,19173900,73.29,0.0036340848595330932,72.78928571428573,71.8392
2016-09-20,2016,9,20,Tuesday,38,2016-38,88.5,88.95,88.18,88.58,33986500,73.46,0.002376613374867942,72.85071428571429,71.8972
2016-09-21,2016,9,21,Wednesday,38,2016-38,88.54,88.79,86.44,87.8,55409800,72.82,-0.008805645815903262,72.88000000000001,71.94239999999999
2016-09-22,2016,9,22,Thursday,38,2016-38,87.77,89.3,87.77,88.99,52692700,73.8,0.013553437515159805,72.92,72.0048
2016-09-23,2016,9,23,Friday,38,2016-38,88.63,88.94,87.49,87.76,48281400,72.78,-0.013821466742709454,72.89357142857143,72.04719999999999
2016-09-26,2016,9,26,Monday,39,2016-39,87.42,88.43,86.61,87.85,60276600,72.86,0.0010254930894260106,72.84714285714286,72.0888
2016-09-27,2016,9,27,Tuesday,39,2016-39,88.06,88.81,87.66,88.36,65150800,73.28,0.005805069623975312,72.87142857142858,72.14020000000001
2016-09-28,2016,9,28,Wednesday,39,2016-39,88.98,89.73,88.47,89.46,89806000,74.19,0.012449427486876719,72.97071428571428,72.20580000000001
2016-09-29,2016,9,29,Thursday,39,2016-39,89.16,89.27,87.54,88.23,74587500,73.17,-0.013749258709641166,73.08857142857143,72.25399999999999
2016-09-30,2016,9,30,Friday,39,2016-39,88.3,90.22,88.29,89.75,123735700,74.43,0.017227805007897556,73.17714285714285,72.3284
