Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-02-03,2016,2,3,Wednesday,05,2016-05,191.41,191.78,187.1,191.3,205054900,167.4,0.005994702368840921,165.92714285714285,167.7118181818182
2016-02-04,2016,2,4,Thursday,05,2016-05,190.71,192.75,189.96,191.6,139531800,167.67,0.001568224606588009,165.90642857142856,167.71
2016-02-05,2016,2,5,Friday,05,2016-05,190.99,191.67,187.2,187.95,180788300,164.47,-0.0190501455651102,165.91500000000002,167.57500000000002
2016-02-08,2016,2,8,Monday,06,2016-06,185.77,186.12,182.8,185.42,191526700,162.26,-0.013460949525103905,165.75,167.3624
2016-02-09,2016,2,9,Tuesday,06,2016-06,183.36,186.94,183.2,185.43,184513100,162.27,5.36967585118564e-05,165.73642857142858,167.16653846153847
2016-02-10,2016,2,10,Wednesday,06,2016-06,186.41,188.34,185.12,185.27,148214100,162.13,-0.0008624872582835286,165.64785714285716,166.98
2016-02-11,2016,2,11,Thursday,06,2016-06,182.34,184.1,181.09,182.86,219058900,160.02,-0.01300805218693546,165.1692857142857,166.73142857142855
2016-02-12,2016,2,12,Friday,06,2016-06,184.96,186.65,183.96,186.63,127632400,163.32,0.02061671740420845,165.10642857142858,166.61379310344827
2016-02-16,2016,2,16,Tuesday,07,2016-07,188.77,189.81,187.63,189.78,120250700,166.07,0.016878345150068474,165.07999999999998,166.59566666666666
2016-02-17,2016,2,17,Wednesday,07,2016-07,191.16,193.32,191.01,192.88,136009500,168.79,0.01633468500162727,165.37714285714284,166.66645161290322
2016-02-18,2016,2,18,Thursday,07,2016-07,193.2,193.27,191.72,192.09,102343000,168.1,-0.0040956937764439205,165.56357142857146,166.71125
2016-02-19,2016,2,19,Friday,07,2016-07,191.17,192.18,190.45,192.0,114793000,168.02,-0.00046857782635623124,165.4564285714286,166.7509090909091
2016-02-22,2016,2,22,Monday,08,2016-08,193.87,194.95,193.79,194.78,103640300,170.45,0.01447923109945548,165.52714285714288,166.85970588235293
2016-02-23,2016,2,23,Tuesday,08,2016-08,194.0,194.32,192.18,192.32,111455300,168.3,-0.012629688832741404,165.66214285714287,166.90085714285715
2016-02-24,2016,2,24,Wednesday,08,2016-08,190.63,193.53,189.32,193.2,150812200,169.07,0.004575727482915681,165.78142857142856,166.9611111111111
2016-02-25,2016,2,25,Thursday,08,2016-08,193.73,195.55,192.83,195.54,110728300,171.11,0.012111493793620864,166.02714285714288,167.07324324324324
2016-02-26,2016,2,26,Friday,08,2016-08,196.57,196.68,194.9,195.09,129833700,170.72,-0.002301107367235322,166.4735714285714,167.1692105263158
2016-02-29,2016,2,29,Monday,09,2016-09,195.11,196.23,193.33,193.56,125918100,169.38,-0.007842703681084306,166.98214285714286,167.22589743589745
2016-03-01,2016,3,1,Tuesday,09,2016-09,195.01,198.21,194.45,198.11,141799700,173.36,0.02350689790672833,167.77428571428572,167.37925
2016-03-02,2016,3,2,Wednesday,09,2016-09,197.74,199.06,197.25,199.0,102415000,174.14,0.004492694881994552,168.63214285714284,167.54414634146343
2016-03-03,2016,3,3,Thursday,09,2016-09,198.79,199.8,198.11,199.78,95172200,174.83,0.003919615505635576,169.69,167.71761904761905
2016-03-04,2016,3,4,Friday,09,2016-09,200.01,201.35,199.03,200.43,129293600,175.39,0.0032535497793029222,170.55214285714285,167.8960465116279
2016-03-07,2016,3,7,Monday,10,2016-10,199.34,201.07,199.25,200.59,100219000,175.53,0.0007983742639701141,171.22785714285715,168.06954545454548
2016-03-08,2016,3,8,Tuesday,10,2016-10,199.32,199.92,198.21,198.4,123974900,173.62,-0.010918144687322884,171.57285714285715,168.1928888888889
2016-03-09,2016,3,9,Wednesday,10,2016-10,199.36,199.79,198.43,199.38,94801200,174.47,0.004939803234012885,172.02785714285716,168.32934782608694
2016-03-10,2016,3,10,Thursday,10,2016-10,199.96,201.07,197.38,199.54,156838700,174.61,0.0008024038357263841,172.49857142857144,168.46297872340426
2016-03-11,2016,3,11,Friday,10,2016-10,201.26,202.81,199.52,202.76,137964500,177.43,0.01613718869300107,172.99714285714285,168.64979166666666
2016-03-14,2016,3,14,Monday,11,2016-11,202.16,203.04,201.77,202.5,73612000,177.21,-0.0012824819314781744,173.63357142857143,168.82448979591837
2016-03-15,2016,3,15,Tuesday,11,2016-11,201.36,202.53,201.05,202.17,93169100,176.92,-0.001629508045114747,174.19428571428574,168.9864
2016-03-16,2016,3,16,Wednesday,11,2016-11,201.6,203.82,201.55,203.34,129303200,177.94,0.005787191865174179,174.68214285714288,169.02700000000002
2016-03-17,2016,3,17,Thursday,11,2016-11,203.24,205.23,202.77,204.63,134278500,179.07,0.00634421175464972,175.27857142857144,169.08419999999998
2016-03-18,2016,3,18,Friday,11,2016-11,204.17,204.78,203.8,204.38,138372400,179.77,0.003929451878359691,176.0207142857143,169.2
2016-03-21,2016,3,21,Monday,12,2016-12,204.07,204.94,203.8,204.67,72926700,180.03,0.00141916292643951,176.49714285714285,169.40439999999998
2016-03-22,2016,3,22,Tuesday,12,2016-12,203.76,205.23,203.57,204.56,97471900,179.93,-0.0005376192342074759,176.91071428571428,169.64399999999998
2016-03-23,2016,3,23,Wednesday,12,2016-12,204.11,204.33,203.01,203.21,81052500,178.74,-0.006599491009559921,177.19000000000003,169.8566
2016-03-24,2016,3,24,Thursday,12,2016-12,202.0,203.16,201.74,203.12,84360900,178.66,-0.00044279785070178157,177.42357142857142,170.0404
2016-03-28,2016,3,28,Monday,13,2016-13,203.61,203.86,202.71,203.24,62408200,178.77,0.0005907440813284204,177.655,170.31099999999998
2016-03-29,2016,3,29,Tuesday,13,2016-13,202.76,205.25,202.4,205.12,92922900,180.42,0.009249754115760345,178.1407142857143,170.5602
2016-03-30,2016,3,30,Wednesday,13,2016-13,206.3,206.87,205.59,206.02,86365300,181.22,0.004387763179527271,178.62285714285713,170.8976
2016-03-31,2016,3,31,Thursday,13,2016-13,205.91,206.41,205.33,205.52,94584100,180.78,-0.0024266322446789834,179.0635714285714,171.2218
2016-04-01,2016,4,1,Friday,13,2016-13,204.35,207.14,203.98,206.92,114423500,182.01,0.006811841100482718,179.39071428571427,171.6128
2016-04-04,2016,4,4,Monday,14,2016-14,206.83,207.07,205.89,206.25,63497000,181.42,-0.003237924036467721,179.69142857142856,171.9738
2016-04-05,2016,4,5,Tuesday,14,2016-14,204.67,206.26,203.89,204.19,99662200,179.61,-0.009987895931759638,179.88357142857143,172.2316
2016-04-06,2016,4,6,Wednesday,14,2016-14,204.19,206.49,203.98,206.42,91839800,181.57,0.010921155440897445,180.14285714285714,172.579
2016-04-07,2016,4,7,Thursday,14,2016-14,205.14,205.56,203.09,203.95,113859000,179.39,-0.011966024578143553,180.1657142857143,172.838
2016-04-08,2016,4,8,Friday,14,2016-14,205.34,205.85,203.87,204.5,95040600,179.88,0.002696991461284881,180.17357142857145,173.14300000000003
2016-04-11,2016,4,11,Monday,15,2016-15,205.25,206.07,203.91,204.02,83757500,179.46,-0.0023472852214088125,180.13285714285712,173.42239999999998
2016-04-12,2016,4,12,Tuesday,15,2016-15,204.22,206.25,203.7,205.92,115350600,181.13,0.009312939440300205,180.21857142857144,173.65460000000002
2016-04-13,2016,4,13,Wednesday,15,2016-15,207.0,208.1,206.84,208.0,96336400,182.96,0.010100865440661577,180.51999999999998,173.9246
2016-04-14,2016,4,14,Thursday,15,2016-15,208.07,208.6,207.6,208.01,65212900,182.97,4.7955550625644605e-05,180.82785714285714,174.2558
2016-04-15,2016,4,15,Friday,15,2016-15,208.01,208.17,207.4,207.78,75761600,182.76,-0.0011056768726473987,181.11285714285714,174.563
2016-04-18,2016,4,18,Monday,16,2016-16,207.78,209.28,207.0,209.24,82531000,184.05,0.0070265404876626025,181.37214285714285,174.8906
2016-04-19,2016,4,19,Tuesday,16,2016-16,209.74,210.2,208.94,209.9,88316100,184.63,0.0031546837158262786,181.6157142857143,175.2938
2016-04-20,2016,4,20,Wednesday,16,2016-16,209.95,210.92,209.39,210.1,81100300,184.8,0.0009524951612831511,181.90285714285713,175.74460000000002
2016-04-21,2016,4,21,Thursday,16,2016-16,210.12,210.25,208.65,208.97,85695000,183.81,-0.005378107298591006,182.03142857142856,176.1754
2016-04-22,2016,4,22,Friday,16,2016-16,208.55,209.29,207.91,208.97,99251700,183.81,0.0,182.20214285714286,176.609
2016-04-25,2016,4,25,Monday,17,2016-17,208.26,208.66,207.54,208.61,66166500,183.49,-0.0017227856646434558,182.4792857142857,177.0784
2016-04-26,2016,4,26,Tuesday,17,2016-17,209.04,209.52,208.36,208.92,75864200,183.77,0.0014858506157988671,182.63642857142855,177.4874
2016-04-27,2016,4,27,Wednesday,17,2016-17,208.47,209.81,208.05,209.35,77329400,184.14,0.0020583223721930555,182.97571428571428,177.84879999999998
2016-04-28,2016,4,28,Thursday,17,2016-17,208.46,209.76,206.96,207.45,97216200,182.47,-0.009075916888933278,183.16071428571428,178.12240000000003
2016-04-29,2016,4,29,Friday,17,2016-17,206.72,207.13,205.03,206.33,142424100,181.49,-0.005398558338489345,183.30571428571426,178.3902
2016-05-02,2016,5,2,Monday,18,2016-18,206.92,208.18,206.41,207.97,62188000,182.93,0.007948206508086031,183.43428571428572,178.6884
2016-05-03,2016,5,3,Tuesday,18,2016-18,206.52,206.8,205.28,206.16,106422100,181.34,-0.008703144836652354,183.31857142857143,178.9062
2016-05-04,2016,5,4,Wednesday,18,2016-18,204.99,205.85,204.42,205.01,92243800,180.33,-0.005578161663694403,183.12999999999997,179.1468
2016-05-05,2016,5,5,Thursday,18,2016-18,205.56,205.98,204.47,204.97,67619200,180.29,-0.00019512756485706717,182.95357142857142,179.3712
2016-05-06,2016,5,6,Friday,18,2016-18,204.06,205.77,203.88,205.72,89315000,180.95,0.0036590596638139683,182.73214285714286,179.56800000000004
2016-05-09,2016,5,9,Monday,19,2016-19,205.57,206.4,205.36,205.89,74374900,181.1,0.0008262192299111071,182.48,179.77559999999997
2016-05-10,2016,5,10,Tuesday,19,2016-19,206.72,208.47,206.64,208.45,77472200,183.35,0.012434032015136376,182.37642857142856,180.055
2016-05-11,2016,5,11,Wednesday,19,2016-19,207.91,208.54,206.5,206.5,81727000,181.64,-0.00935461269779636,182.22142857142856,180.22060000000002
2016-05-12,2016,5,12,Thursday,19,2016-19,207.29,207.49,205.37,206.56,89586300,181.69,0.00029041136766028153,182.07,180.3716
2016-05-13,2016,5,13,Friday,19,2016-19,206.21,206.86,204.38,204.76,96474600,180.11,-0.008714346649493998,181.82857142857142,180.4772
2016-05-16,2016,5,16,Monday,20,2016-20,204.96,207.34,204.89,206.78,77486800,181.88,0.009865466141093515,181.69357142857143,180.60699999999997
2016-05-17,2016,5,17,Tuesday,20,2016-20,206.46,206.8,204.23,204.85,114924900,180.19,-0.009333768682134758,181.4114285714286,180.7002
2016-05-18,2016,5,18,Wednesday,20,2016-20,204.44,206.3,203.63,204.91,120062100,180.24,0.0002930893411849933,181.25214285714284,180.83259999999999
2016-05-19,2016,5,19,Thursday,20,2016-20,204.06,204.54,202.78,204.2,115430500,179.61,-0.0034649924353294947,181.11785714285716,180.93540000000002
2016-05-20,2016,5,20,Friday,20,2016-20,204.92,206.1,204.86,205.49,104990400,180.75,0.006317103293813853,180.96214285714288,181.0582
2016-05-23,2016,5,23,Monday,21,2016-21,205.51,205.84,204.99,205.21,58682600,180.5,-0.0013622805067005084,180.90214285714288,181.1196
2016-05-24,2016,5,24,Tuesday,21,2016-21,206.17,208.24,206.14,207.87,93537800,182.84,0.012962150958781615,181.0814285714286,181.2322
2016-05-25,2016,5,25,Wednesday,21,2016-21,208.67,209.77,207.87,209.28,76621400,184.08,0.0067831527519166546,181.35214285714287,181.3754
2016-05-26,2016,5,26,Thursday,21,2016-21,209.44,209.71,208.97,209.34,55280700,184.14,0.0002867194675886253,181.57999999999998,181.49939999999998
2016-05-27,2016,5,27,Friday,21,2016-21,209.53,210.25,209.47,210.24,64211200,184.93,0.004299144911015684,181.85357142857143,181.6166
2016-05-31,2016,5,31,Tuesday,22,2016-22,210.56,210.69,209.18,209.84,109879400,184.58,-0.001902570062072395,181.9414285714286,181.7128
2016-06-01,2016,6,1,Wednesday,22,2016-22,209.12,210.48,208.89,210.27,69936200,184.95,0.0020491325556544204,182.17785714285716,181.8112
2016-06-02,2016,6,2,Thursday,22,2016-22,209.8,210.93,209.24,210.91,63044700,185.52,0.0030436943765532742,182.45142857142858,181.92300000000003
2016-06-03,2016,6,3,Friday,22,2016-22,210.25,210.69,208.86,210.28,101757100,184.96,-0.002987082269494956,182.79785714285714,182.0474
2016-06-06,2016,6,6,Monday,23,2016-23,210.7,211.77,210.51,211.35,64887000,185.9,0.005088477268990532,183.085,182.19219999999999
2016-06-07,2016,6,7,Tuesday,23,2016-23,211.53,212.34,211.5,211.68,60974800,186.19,0.001561471190840047,183.51357142857142,182.34060000000002
2016-06-08,2016,6,8,Wednesday,23,2016-23,211.84,212.52,211.69,212.37,66170900,186.8,0.0032595211141146496,183.98214285714286,182.4682
2016-06-09,2016,6,9,Thursday,23,2016-23,211.51,212.22,211.19,212.08,73786900,186.55,-0.0013653613980516566,184.47785714285715,182.57479999999998
2016-06-10,2016,6,10,Friday,23,2016-23,210.46,210.86,209.43,210.07,113829200,184.78,-0.009477594512764975,184.7657142857143,182.6548
2016-06-13,2016,6,13,Monday,24,2016-24,209.36,210.37,208.35,208.45,117751200,183.35,-0.007711734750545318,184.96928571428572,182.6816
2016-06-14,2016,6,14,Tuesday,24,2016-24,208.0,208.74,206.92,208.04,125059300,182.99,-0.0019668429590659064,184.98,182.713
2016-06-15,2016,6,15,Wednesday,24,2016-24,208.04,209.36,207.53,207.75,109124500,182.74,-0.0013939456048520649,184.8842857142857,182.77559999999997
2016-06-16,2016,6,16,Thursday,24,2016-24,207.75,208.57,205.59,208.37,149533100,183.28,0.002984169821624416,184.82285714285715,182.8098
2016-06-17,2016,6,17,Friday,24,2016-24,207.17,207.2,205.75,206.52,117055700,182.6,-0.003723900849828654,184.65642857142856,182.87400000000002
2016-06-20,2016,6,20,Monday,25,2016-25,208.82,209.61,207.75,207.85,82789600,183.78,0.006439863797277567,184.5992857142857,182.95199999999997
2016-06-21,2016,6,21,Tuesday,25,2016-25,208.3,208.92,207.78,208.44,72461700,184.3,0.0028385245915931723,184.55285714285716,183.0488
2016-06-22,2016,6,22,Wednesday,25,2016-25,208.65,209.5,207.93,208.1,95560500,184.0,-0.0016312141293512994,184.44428571428574,183.1062
2016-06-23,2016,6,23,Thursday,25,2016-25,209.81,210.87,209.27,210.81,102731400,186.39,0.013022686723913601,184.54642857142858,183.1748
2016-06-24,2016,6,24,Friday,25,2016-25,203.63,210.85,202.72,203.24,333444400,179.7,-0.035908948429329346,184.10357142857143,183.10940000000002
2016-06-27,2016,6,27,Monday,26,2016-26,201.59,201.6,198.65,199.6,230775800,176.48,-0.017909947917122193,183.41,182.9838
2016-06-28,2016,6,28,Tuesday,26,2016-26,201.48,203.23,201.12,203.2,159382400,179.66,0.018035714517306678,182.90000000000003,182.896
2016-06-29,2016,6,29,Wednesday,26,2016-26,204.84,206.93,204.72,206.66,137328600,182.72,0.01702775255374256,182.62642857142856,182.8578
2016-06-30,2016,6,30,Thursday,26,2016-26,207.21,209.54,206.56,209.48,165021900,185.22,0.013645621198270286,182.65785714285713,182.8662
2016-07-01,2016,7,1,Friday,26,2016-26,209.48,210.49,209.29,209.92,106055300,185.61,0.002100526898846322,182.8192857142857,182.90220000000002
2016-07-05,2016,7,5,Tuesday,27,2016-27,208.95,209.08,207.71,208.41,109803700,184.27,-0.0071930995702029765,182.91071428571428,182.9114
2016-07-06,2016,7,6,Wednesday,27,2016-27,207.83,209.8,207.06,209.66,96021500,185.38,0.0059975734458261876,183.0992857142857,182.94920000000002
2016-07-07,2016,7,7,Thursday,27,2016-27,209.87,210.65,208.63,209.53,85593800,185.26,-0.0006198136394065523,183.2407142857143,182.979
2016-07-08,2016,7,8,Friday,27,2016-27,211.05,212.94,210.78,212.65,133971000,188.02,0.014890353844811965,183.62785714285715,183.0566
2016-07-11,2016,7,11,Monday,28,2016-28,213.19,214.07,212.95,213.4,73633900,188.68,0.0035267610452820453,183.97785714285715,183.18079999999998
2016-07-12,2016,7,12,Tuesday,28,2016-28,214.53,215.3,213.43,214.95,101275600,190.05,0.007263498978773875,184.3885714285714,183.352
2016-07-13,2016,7,13,Wednesday,28,2016-28,215.44,215.45,214.35,214.92,87324100,190.03,-0.00013945820047533974,184.8192857142857,183.49399999999997
2016-07-14,2016,7,14,Thursday,28,2016-28,216.4,216.67,215.66,216.12,91230900,191.09,0.00558320126986489,185.155,183.68899999999996
2016-07-15,2016,7,15,Friday,28,2016-28,216.78,217.01,215.31,215.83,107155400,190.83,-0.0013415965438058342,185.95000000000002,183.89899999999997
2016-07-18,2016,7,18,Monday,29,2016-29,215.97,216.6,215.67,216.41,58725900,191.34,0.0026870375644734157,187.01142857142858,184.12
2016-07-19,2016,7,19,Tuesday,29,2016-29,215.92,216.23,215.63,216.19,54345700,191.15,-0.0010162725620044277,187.83214285714283,184.32399999999998
2016-07-20,2016,7,20,Wednesday,29,2016-29,216.19,217.37,216.19,217.09,58159500,191.95,0.004162861945435692,188.49142857142857,184.541
2016-07-21,2016,7,21,Thursday,29,2016-29,216.96,217.22,215.75,216.27,67777300,191.22,-0.0037772227940590097,188.92000000000002,184.6984
2016-07-22,2016,7,22,Friday,29,2016-29,216.41,217.3,216.1,217.24,62787500,192.08,0.004484898577885588,189.38214285714284,184.9072
2016-07-25,2016,7,25,Monday,30,2016-30,217.0,217.06,215.97,216.65,55873100,191.56,-0.0027158325003334705,189.90285714285716,185.10460000000003
2016-07-26,2016,7,26,Tuesday,30,2016-30,216.53,217.17,215.76,216.75,70080500,191.64,0.00046137240766785936,190.35,185.33520000000001
2016-07-27,2016,7,27,Wednesday,30,2016-30,217.19,217.27,215.62,216.52,84083900,191.44,-0.001060937883420543,190.7914285714286,185.52640000000002
2016-07-28,2016,7,28,Thursday,30,2016-30,216.29,217.11,215.75,216.77,65035700,191.66,0.0011547611940618818,191.0514285714286,185.75580000000002
2016-07-29,2016,7,29,Friday,30,2016-30,216.46,217.54,216.13,217.12,79519400,191.97,0.0016146258141893632,191.28642857142856,185.99040000000002
2016-08-01,2016,8,1,Monday,31,2016-31,217.19,217.65,216.41,216.94,73311400,191.81,-0.0008291017166562886,191.4121428571429,186.2344
2016-08-02,2016,8,2,Tuesday,31,2016-31,216.65,216.83,214.57,215.55,92295500,190.58,-0.006407144257797204,191.45142857142858,186.43099999999998
2016-08-03,2016,8,3,Wednesday,31,2016-31,215.48,216.25,215.13,216.18,53993600,191.14,0.0029225516214304026,191.45499999999998,186.6438
2016-08-04,2016,8,4,Thursday,31,2016-31,216.31,216.78,214.25,216.41,46585500,191.34,0.0010638946703562802,191.49142857142857,186.81380000000001
2016-08-05,2016,8,5,Friday,31,2016-31,216.41,218.23,216.41,218.18,71892200,192.91,0.00817882505526546,191.60357142857143,186.99040000000002
2016-08-08,2016,8,8,Monday,32,2016-32,218.4,218.52,217.74,218.05,39906500,192.79,-0.0005955307116746189,191.7207142857143,187.1634
2016-08-09,2016,8,9,Tuesday,32,2016-32,218.13,218.76,217.8,218.18,51251700,192.91,0.0005958855798380291,191.78928571428568,187.32299999999998
2016-08-10,2016,8,10,Wednesday,32,2016-32,218.31,218.4,217.23,217.64,57941100,192.43,-0.0024746677972442566,191.8757142857143,187.48
2016-08-11,2016,8,11,Thursday,32,2016-32,218.26,218.94,217.95,218.65,72504300,193.32,0.0046407091971045755,191.96428571428572,187.64739999999998
2016-08-12,2016,8,12,Friday,32,2016-32,218.29,218.71,217.99,218.46,61313500,193.16,-0.0008690783333901164,192.07857142857142,187.80019999999996
2016-08-15,2016,8,15,Monday,33,2016-33,218.89,219.5,218.88,219.09,49813500,193.71,0.002883779916994955,192.22642857142858,187.9752
2016-08-16,2016,8,16,Tuesday,33,2016-33,218.6,218.68,217.96,217.96,53213600,192.71,-0.005157681959172433,192.31714285714287,188.1114
2016-08-17,2016,8,17,Wednesday,33,2016-33,218.0,218.53,217.02,218.37,75134300,193.08,0.00188095419073675,192.41857142857143,188.24919999999997
2016-08-18,2016,8,18,Thursday,33,2016-33,218.34,218.9,218.21,218.86,52989300,193.51,0.0022441193420073002,192.52857142857144,188.3834
2016-08-19,2016,8,19,Friday,33,2016-33,218.31,218.75,217.74,218.54,75443000,193.23,-0.001462318931088613,192.62999999999997,188.517
2016-08-22,2016,8,22,Monday,34,2016-34,218.26,218.8,217.83,218.53,61368800,193.22,-4.5722437010620176e-05,192.81857142857143,188.68580000000003
2016-08-23,2016,8,23,Tuesday,34,2016-34,219.25,219.6,218.9,218.97,53399200,193.61,0.0020134586474953586,192.99499999999998,188.89100000000002
2016-08-24,2016,8,24,Wednesday,34,2016-34,218.8,218.91,217.36,217.85,71728900,192.62,-0.005114797241297597,193.08642857142857,189.08360000000002
2016-08-25,2016,8,25,Thursday,34,2016-34,217.4,218.19,217.22,217.7,69224800,192.48,-0.0006884840564964634,193.0557142857143,189.2784
2016-08-26,2016,8,26,Friday,34,2016-34,217.92,219.12,216.25,217.29,122506300,192.12,-0.0018834383233204965,193.00785714285715,189.4552
2016-08-29,2016,8,29,Monday,35,2016-35,217.44,218.67,217.4,218.36,70502200,193.07,0.00492441546839717,193.0192857142857,189.66459999999998
2016-08-30,2016,8,30,Tuesday,35,2016-35,218.26,218.59,217.35,218.0,58114500,192.75,-0.001648707861469978,193.04214285714284,189.84400000000002
2016-08-31,2016,8,31,Wednesday,35,2016-35,217.61,217.75,216.47,217.38,85269500,192.2,-0.00284410846734795,192.96214285714288,190.002
2016-09-01,2016,9,1,Thursday,35,2016-35,217.37,217.73,216.03,217.39,97844200,192.21,4.6045811930905955e-05,192.8942857142857,190.1662
2016-09-02,2016,9,2,Friday,35,2016-35,218.39,218.87,217.7,218.37,79293900,193.08,0.004507915585400646,192.8492857142857,190.3
2016-09-06,2016,9,6,Tuesday,36,2016-36,218.7,219.12,217.86,219.03,56702100,193.66,0.0030224010464758866,192.91714285714284,190.5792
2016-09-07,2016,9,7,Wednesday,36,2016-36,218.84,219.22,218.3,219.01,76554900,193.64,-9.116150951482549e-05,192.95714285714283,190.9224
2016-09-08,2016,9,8,Thursday,36,2016-36,218.62,218.94,218.15,218.51,74102900,193.2,-0.002283106641977506,192.935,191.1932
2016-09-09,2016,9,9,Friday,36,2016-36,216.97,217.03,213.25,213.28,221589100,188.58,-0.02393475594648997,192.60285714285715,191.31040000000002
2016-09-12,2016,9,12,Monday,37,2016-37,212.39,216.81,212.31,216.34,168110900,191.28,0.014347284023660922,192.46428571428572,191.4316
2016-09-13,2016,9,13,Tuesday,37,2016-37,214.84,215.15,212.5,213.23,182828800,188.53,-0.014375527286140444,192.10142857142858,191.49
2016-09-14,2016,9,14,Wednesday,37,2016-37,213.29,214.7,212.5,213.15,134185500,188.46,-0.00037521210895918866,191.8042857142857,191.5738
2016-09-15,2016,9,15,Thursday,37,2016-37,212.96,215.73,212.75,215.28,134427900,190.35,0.009993003019502344,191.65214285714282,191.6732
2016-09-16,2016,9,16,Friday,37,2016-37,213.48,213.69,212.57,213.37,155236400,189.61,-0.003865576289999062,191.47285714285712,191.7602
2016-09-19,2016,9,19,Monday,38,2016-38,214.13,214.88,213.03,213.41,80250500,189.65,0.00018758683737529758,191.22857142857146,191.79280000000003
2016-09-20,2016,9,20,Tuesday,38,2016-38,214.41,214.59,213.38,213.42,69665300,189.65,4.6666649501814206e-05,191.0071428571429,191.81220000000002
2016-09-21,2016,9,21,Wednesday,38,2016-38,214.24,216.03,213.44,215.82,110284400,191.79,0.011245413606523202,190.97785714285715,191.84699999999998
2016-09-22,2016,9,22,Thursday,38,2016-38,217.0,217.53,216.71,217.18,76678700,193.0,0.006301651684348153,191.03428571428572,191.9064
2016-09-23,2016,9,23,Friday,38,2016-38,216.72,216.88,215.88,215.99,73630900,191.94,-0.005479228078897336,190.95285714285714,191.92340000000002
2016-09-26,2016,9,26,Monday,39,2016-39,215.02,215.23,214.01,214.24,89827300,190.38,-0.008102104885748473,190.71857142857144,191.91440000000003
2016-09-27,2016,9,27,Tuesday,39,2016-39,214.05,215.68,213.62,215.57,78494800,191.56,0.006207784536482075,190.57000000000002,191.9188
2016-09-28,2016,9,28,Wednesday,39,2016-39,215.83,216.82,214.71,216.64,87411000,192.52,0.0049636903296375046,190.52142857142857,191.94620000000003
